Timestamp,Region,Model,rtReserveTime or preorder-email time ,Initial Valve Estimate,Your most recent pre-order estimated time,When did you receive your ready to order email?
4/25/2022 13:41:48,US,512,1645039222,After Q2,After Q3,
4/25/2022 13:43:00,US,512,1626455868,Q2,Q2,
4/25/2022 13:49:42,US,256,1626457040,Q1,Q2,
4/25/2022 13:51:51,US,256,1626465450,Q2,Q2,
4/25/2022 13:56:33,UK,256,1626456341,Q2,Q2,
4/25/2022 13:57:05,EU,512,1644046807,After Q2,After Q3,
4/25/2022 13:57:21,US,256,1633109338,After Q2,After Q3,
4/25/2022 13:59:24,US,512,1626455988,Q1,Q2,
4/25/2022 14:01:59,US,256,1658037720,Q2,Q2,
4/25/2022 14:03:13,EU,512,1645966847,After Q2,After Q3,
4/25/2022 14:03:51,EU,512,1626466316,Q1,Q2,1650912843
4/25/2022 14:04:25,US,64,1626460544,Q1,Q2,1650904315
4/25/2022 14:06:09,US,256,1626457020,Q2,Q2,1650913547
4/25/2022 14:06:32,EU,512,1626466653,Q1,Q2,
4/25/2022 14:08:58,US,256,1626457632,Q2,Q2,
4/25/2022 14:12:24,EU,512,1626510697,Q1,Q2,
4/25/2022 14:13:14,EU,512,1626466029,Q1,Q2,1650913946
4/25/2022 14:14:12,US,512,1626455917,Q2,Q2,
4/25/2022 14:15:04,US,256,1626459137,Q2,Q2,
4/25/2022 14:15:25,US,256,1626477562,Q2,Q2,
4/25/2022 14:19:07,US,512,1626455765,Q1,Q2,1650914331
4/25/2022 14:20:36,US,512,1626455885,Q2,Q2,
4/25/2022 14:21:42,US,256,1626457286,Q1,Q2,1650905004
4/25/2022 14:23:01,EU,512,1626475043,Q2,Q2,
4/25/2022 14:30:17,US,256,1646872800,After Q2,After Q3,
4/25/2022 14:32:13,US,512,1626455910,,Q2,
4/25/2022 14:36:17,EU,512,1626466060,Q2,Q2,
4/25/2022 14:39:04,EU,256,1626479129,Q2,Q2,
4/25/2022 14:42:00,EU,512,1626467754,Q1,Q2,1650915710
4/25/2022 14:45:45,US,256,1626475124,Q2,Q2,
4/25/2022 14:46:13,US,256,1626458390,Q1,Q2,
4/25/2022 14:48:55,EU,512,1626466319,Q1,Q2,1650906479
4/25/2022 14:54:24,US,512,1626455985,Q2,Q2,
4/25/2022 14:55:36,US,512,1637007201,After Q2,After Q3,
4/25/2022 15:02:03,UK,256,1643871853,After Q2,After Q3,
4/25/2022 15:03:19,EU,512,1626473002,Q2,Q2,
4/25/2022 15:04:16,UK,512,1626456335,Q1,Q2,
4/25/2022 15:05:05,US,512,1626493170,After Q2,Q3,
4/25/2022 15:09:52,US,512,1626455887,Q2,Q2,
4/25/2022 15:11:12,EU,512,1626467773,Q2,Q2,
4/25/2022 15:11:42,US,512,1626686232,,Q3,
4/25/2022 15:11:59,US,512,1626739514,After Q2,Q3,
4/25/2022 15:12:04,US,512,1626459393,Q2,Q3,
4/25/2022 15:12:19,US,512,1626457653,After Q2,Q2,
4/25/2022 15:15:57,US,256,1626570002,Q2,Q3,
4/25/2022 15:19:18,US,512,1626455779,Q2,Q2,1650906480
4/25/2022 15:23:59,EU,256,1626471203,Q1,Q2,
4/25/2022 15:24:04,US,512,1626455875,Q1,Q2,
4/25/2022 15:24:57,US,256,1626457260,Q2,Q2,1650904680
4/25/2022 15:26:37,US,512,1626458183,Q1,Q2,
4/25/2022 15:27:32,EU,512,1626467042,Q1,Q2,1650906288
4/25/2022 15:31:08,US,64,1626460478,Q1,Q2,1650904200
4/25/2022 15:37:37,US,512,1626455672,Q1,Q2,1650906600
4/25/2022 15:40:00,EU,512,1626466574,Q1,Q2,1650905610
4/25/2022 15:44:17,EU,512,1626507618,Q2,Q2,
4/25/2022 15:47:22,US,256,1626467355,,Q2,
4/25/2022 15:47:43,US,256,1626655677,Q2,Q3,
4/25/2022 15:49:33,UK,512,1626456993,Q2,Q2,
4/25/2022 15:54:36,EU,512,1626465981,Q2,Q2,1650913698
4/25/2022 16:02:03,EU,512,1650465780,,After Q3,
4/25/2022 16:05:00,UK,512,1628872778,After Q2,After Q3,
4/25/2022 16:07:30,EU,512,1626459060,Q2,Q2,1650910380
4/25/2022 16:09:21,UK,64,1626469808,Q1,Q2,1650920947
4/25/2022 16:12:17,US,256,1626457260,Q1,Q2,
4/25/2022 16:19:29,US,512,1626455787,Q1,Q2,
4/25/2022 16:20:34,US,256,1626459173,Q2,Q2,
4/25/2022 16:20:54,UK,256,1626456169,Q1,Q2,
4/25/2022 16:24:37,US,64,1626562585,After Q2,Q3,
4/25/2022 16:25:36,EU,512,1626468120,Q1,Q2,
4/25/2022 16:30:49,US,512,1626458387,December,Q2,
4/25/2022 16:31:22,US,256,1626465506,December,Q2,
4/25/2022 16:41:19,EU,512,1647341553,After Q2,After Q3,
4/25/2022 16:42:49,US,512,1626458150,December,Q2,
4/25/2022 16:49:14,EU,512,1627458031,After Q2,Q3,
4/25/2022 17:00:29,US,512,1626456930,,Q2,
4/25/2022 17:01:31,US,64,1626476329,Q2,Q2,
4/25/2022 17:06:00,US,256,1626457629,Q1,Q2,1650904860
4/25/2022 17:07:46,UK,512,1626455914,Q2,Q2,
4/25/2022 17:08:58,US,512,1626457629,Q2,Q2,
4/25/2022 17:11:49,UK,512,1626455878,Q2,Q2,
4/25/2022 17:13:55,US,512,1626662580,After Q2,Q3,
4/25/2022 17:32:49,US,512,1626456145,Q2,Q2,
4/25/2022 17:38:57,US,64,1626470430,December,Q2,
4/25/2022 17:56:22,US,256,1626461892,Q2,Q2,
4/25/2022 17:59:08,US,256,1644352858,After Q2,After Q3,
4/25/2022 18:06:21,US,512,1626459881,After Q2,Q3,
4/25/2022 18:17:38,US,512,1626456518,,Q2,
4/25/2022 18:21:41,EU,512,1626524690,Q1,Q2,
4/25/2022 18:42:32,EU,64,1633863465,After Q2,After Q3,
4/25/2022 18:51:57,US,512,1626489140,After Q2,Q3,
4/25/2022 19:00:53,US,512,1640398500,Q2,Q3,
4/25/2022 19:01:20,US,256,1626474708,Q2,Q2,
4/25/2022 19:08:43,US,512,1626564145,After Q2,Q3,
4/25/2022 19:10:09,US,512,1626460500,After Q2,Q3,
4/25/2022 19:16:33,US,64,1626460479,Q2,Q2,1650933026
4/25/2022 19:18:48,US,512,1626459127,Q2,Q2,
4/25/2022 19:32:40,US,256,1627964075,After Q2,Q3,
4/25/2022 19:39:28,UK,256,1626456106,Q2,Q2,1650873600
4/25/2022 19:42:22,US,512,1626456811,Q1,Q2,
4/25/2022 19:52:39,EU,256,1647196680,December,After Q3,
4/25/2022 20:00:47,US,512,1628773998,Q2,After Q3,
4/25/2022 20:01:25,US,512,1626456120,Q1,Q2,
4/25/2022 20:14:20,US,512,1626458749,Q1,Q2,
4/25/2022 20:16:48,US,512,1626456727,Q2,Q2,
4/25/2022 20:21:37,US,512,1628349514,After Q2,After Q3,
4/25/2022 20:21:59,US,512,1626456060,Q2,Q2,
4/25/2022 20:28:48,US,256,1626464751,Q2,Q2,
4/25/2022 20:33:39,US,512,1626455760,Q2,Q2,1650936698
4/25/2022 20:50:59,US,256,1626458571,Q2,Q2,
4/25/2022 20:58:27,US,512,1626552752,After Q2,Q3,
4/25/2022 20:59:13,US,512,1626464640,Q2,Q3,
4/25/2022 20:59:58,US,256,1626463987,Q1,Q2,
4/25/2022 21:05:53,US,256,1626459370,,Q2,
4/25/2022 21:15:03,US,512,1626455700,Q2,Q2,
4/25/2022 21:20:15,US,256,1638589346,After Q2,After Q3,
4/25/2022 21:22:55,US,512,1658006523,After Q2,Q2,
4/25/2022 21:30:29,US,256,1645583400,After Q2,After Q3,
4/25/2022 21:30:33,US,512,1626459060,Q1,Q2,
4/25/2022 21:43:24,US,256,1626459080,Q2,Q2,
4/25/2022 21:58:00,US,512,1626475492,Q2,Q3,
4/25/2022 21:59:43,US,512,1626459360,Q2,Q2,
4/25/2022 22:07:33,EU,512,1626473700,Q1,Q2,
4/25/2022 22:48:43,US,256,1626459963,Q2,Q2,
4/25/2022 23:10:20,US,512,1626477244,After Q2,Q3,
4/25/2022 23:28:22,US,256,1626457313,December,Q2,1650886878
4/25/2022 23:49:46,US,256,1643251629,After Q2,After Q3,
4/26/2022 0:05:35,US,256,1626470683,Q2,Q2,
4/26/2022 0:18:09,US,512,1626488288,After Q2,Q3,
4/26/2022 0:23:32,US,256,1626466507,Q2,Q2,
4/26/2022 0:30:07,EU,64,1626962421,Q2,Q2,
4/26/2022 0:36:17,US,64,1626474839,Q2,Q2,
4/26/2022 0:52:00,EU,64,1626652810,Q2,Q2,
4/26/2022 1:13:19,US,64,1626460476,Q2,Q2,
4/26/2022 1:54:07,UK,512,1626456013,Q1,Q2,
4/26/2022 2:05:29,EU,512,1630092017,Q2,After Q3,
4/26/2022 2:07:04,US,256,1650956772,December,Q2,
4/26/2022 2:30:04,EU,512,1626524923,Q2,Q2,
4/26/2022 2:32:12,UK,256,1627288440,After Q2,Q3,
4/26/2022 2:45:30,EU,64,1646679442,,After Q3,
4/26/2022 2:52:22,EU,512,1626472686,Q1,Q2,
4/26/2022 3:06:26,EU,512,1626466250,December,Q2,1650905580
4/26/2022 3:28:54,UK,512,1626455601,Q2,Q2,
4/26/2022 3:40:19,EU,256,1626469725,Q1,Q2,1650861576
4/26/2022 3:44:46,EU,256,1644375776,After Q2,After Q3,
4/26/2022 3:46:18,UK,512,1626457674,Q2,Q3,
4/26/2022 4:23:02,US,256,1628283780,After Q2,Q3,
4/26/2022 4:40:30,EU,512,1626466797,Q1,Q2,1650906720
4/26/2022 4:45:02,US,256,1626466602,Q2,Q2,
4/26/2022 4:46:58,UK,64,1626467803,Q2,Q2,
4/26/2022 4:59:03,UK,256,1657986098,Q1,Q2,
4/26/2022 5:00:15,EU,512,1649262600,After Q2,After Q3,
4/26/2022 5:12:11,EU,512,1643216340,Q2,After Q3,
4/26/2022 5:15:28,EU,256,1626470427,Q2,Q2,1650901200
4/26/2022 5:33:24,EU,512,1626466533,December,Q2,1650906600
4/26/2022 5:44:57,EU,256,1647006231,After Q2,After Q3,
4/26/2022 5:51:47,UK,256,1626456721,Q2,Q2,
4/26/2022 6:09:37,UK,512,1626465663,After Q2,Q3,
4/26/2022 6:11:43,US,256,1626466331,Q1,Q2,
4/26/2022 6:19:15,UK,512,1626551457,Q1,Q3,
4/26/2022 6:24:54,UK,512,1626459385,After Q2,Q3,
4/26/2022 6:39:11,EU,256,1626532381,Q2,Q2,
4/26/2022 6:57:17,US,512,1626463632,After Q2,Q3,
4/26/2022 7:03:01,US,256,1626465631,Q2,Q2,
4/26/2022 7:10:32,US,256,1626459893,Q1,Q2,
4/26/2022 7:15:25,EU,256,1626623036,,Q2,
4/26/2022 7:16:15,EU,512,1626507930,Q2,Q2,
4/26/2022 7:24:00,EU,512,1626532398,Q1,Q2,
4/26/2022 7:27:02,EU,256,1649506895,After Q2,After Q3,
4/26/2022 7:43:56,EU,256,1626730170,Q2,Q2,
4/26/2022 7:46:17,EU,512,1626468661,Q1,Q2,
4/26/2022 7:49:34,EU,256,1626630018,Q2,Q2,
4/26/2022 7:51:03,US,512,1626455764,Q2,Q2,1650892320
4/26/2022 8:15:42,EU,256,1626515290,Q1,Q2,
4/26/2022 8:45:48,US,512,1626485269,Q2,Q3,
4/26/2022 9:05:32,EU,512,1649365320,Q1,Q2,1649365320
4/26/2022 9:12:34,EU,512,1626898128,Q2,Q2,
4/26/2022 9:14:55,US,256,1626457286,Q2,Q2,1650910437
4/26/2022 9:23:00,US,512,1626459366,Q1,Q2,
4/26/2022 9:34:57,US,256,1626465747,Q2,Q2,
4/26/2022 9:35:28,EU,512,1626553118,Q1,Q2,
4/26/2022 9:37:12,EU,256,1626476041,Q1,Q2,
4/26/2022 9:37:19,US,512,1626458760,Q2,Q2,
4/26/2022 9:46:08,US,512,1626457298,December,Q2,
4/26/2022 9:47:48,EU,512,1626464773,Q1,Q2,1650558913
4/26/2022 9:53:49,UK,256,1626459372,Q2,Q2,
4/26/2022 9:59:44,EU,512,1667141817,After Q2,After Q3,
4/26/2022 10:13:04,UK,256,1626456155,Q2,Q2,1650904620
4/26/2022 10:13:24,US,256,1626531570,Q2,Q3,
4/26/2022 10:16:03,EU,64,1643898600,After Q2,After Q3,
4/26/2022 10:18:58,US,64,1649458273,After Q2,After Q3,
4/26/2022 10:27:47,US,64,1626460474,Q2,Q2,1650882600
4/26/2022 10:29:34,US,256,1627053836,Q2,Q3,
4/26/2022 10:36:16,UK,256,1626549266,Q1,Q3,
4/26/2022 10:36:17,US,512,1626458731,Q2,Q2,
4/26/2022 10:39:04,US,256,1626457834,Q1,Q2,
4/26/2022 10:45:00,EU,512,1627509600,After Q2,Q3,
4/26/2022 10:46:01,US,64,1626462134,December,Q2,
4/26/2022 10:55:51,EU,256,1626469059,Q1,Q2,1650904584
4/26/2022 10:56:55,UK,256,1647976372,,After Q3,
4/26/2022 11:29:52,EU,512,1626534189,Q1,Q2,
4/26/2022 11:33:13,US,256,1626459374,Q2,Q2,
4/26/2022 11:36:03,US,256,1626459148,Q1,Q2,
4/26/2022 12:24:19,US,512,1626457826,Q1,Q2,
4/26/2022 12:25:21,US,512,1626492720,Q2,Q3,
4/26/2022 12:27:27,US,512,1626485792,,Q3,
4/26/2022 12:29:01,US,256,1626458744,Q1,Q2,
4/26/2022 12:30:38,US,512,1626458744,Q2,Q2,
4/26/2022 12:38:52,US,512,1627483027,After Q2,Q3,
4/26/2022 13:15:09,US,512,1657991940,Q2,Q2,
4/26/2022 13:37:59,UK,512,1626456715,Q1,Q2,
4/26/2022 13:43:51,US,512,1626464144,After Q2,Q3,
4/26/2022 13:44:13,US,256,1626458737,Q2,Q2,
4/26/2022 13:49:04,US,256,1626463707,,Q2,
4/26/2022 13:54:22,US,512,1626456147,Q2,Q2,
4/26/2022 13:55:30,US,512,1626458764,Q1,Q2,
4/26/2022 13:57:43,US,512,1626456158,Q2,Q2,
4/26/2022 14:09:31,EU,256,1627413233,After Q2,Q3,
4/26/2022 14:28:15,UK,512,1638640361,Q2,After Q3,
4/26/2022 14:41:55,US,256,1626459140,Q2,Q2,
4/26/2022 14:43:52,US,64,1626482040,Q2,Q2,
4/26/2022 14:44:29,EU,512,1636311262,Q2,After Q3,
4/26/2022 14:44:53,EU,256,1626476514,Q1,Q2,
4/26/2022 14:50:23,US,512,1626459360,Q1,Q2,
4/26/2022 14:54:00,US,512,1626455824,Q2,Q2,1650906360
4/26/2022 15:04:09,UK,512,1626455608,Q1,Q2,
4/26/2022 15:16:03,UK,256,1626456104,Q1,Q2,1650908277
4/26/2022 15:25:46,US,256,1628471228,After Q2,Q3,
4/26/2022 15:26:57,US,512,1626475486,Q2,Q3,
4/26/2022 15:29:40,EU,64,1632178020,After Q2,After Q3,
4/26/2022 15:33:06,EU,512,1645390815,After Q2,After Q3,
4/26/2022 15:37:41,US,256,1626458748,Q1,Q2,
4/26/2022 15:37:43,US,256,1626502364,After Q2,Q3,
4/26/2022 15:58:12,US,512,1626456190,Q2,Q2,
4/26/2022 15:59:18,US,64,1650685180,After Q2,After Q3,1650685180
4/26/2022 16:05:50,US,512,1650728940,After Q2,After Q3,
4/26/2022 16:23:10,US,512,1626464633,After Q2,Q3,
4/26/2022 16:55:59,US,256,1626461453,Q1,Q2,
4/26/2022 17:08:07,EU,512,1626466090,Q2,Q2,
4/26/2022 17:11:57,US,512,1626459105,Q1,Q2,
4/26/2022 17:19:42,UK,64,1626650208,Q2,Q2,
4/26/2022 17:32:51,US,512,1626456997,Q2,Q2,
4/26/2022 18:10:33,UK,512,1626455613,Q1,Q2,1650903027
4/26/2022 18:21:14,US,64,1626459898,Q1,Q2,1650904320
4/26/2022 18:27:09,UK,512,1626464233,After Q2,Q3,
4/26/2022 18:31:10,US,256,1645144535,After Q2,After Q3,
4/26/2022 18:44:52,US,64,1626464621,Q1,Q2,
4/26/2022 18:45:43,US,512,1645029723,Q2,Q3,
4/26/2022 18:51:00,US,256,1626466046,Q2,Q2,
4/26/2022 19:16:29,US,512,1626462000,Q2,Q3,
4/26/2022 19:39:50,US,512,1626455687,Q1,Q2,1650559504
4/26/2022 20:02:56,US,256,1626459099,Q1,Q2,
4/26/2022 20:24:53,US,256,1626463231,Q2,Q2,
4/26/2022 20:35:49,US,512,1626527850,Q2,Q3,
4/26/2022 20:46:19,US,512,1627760013,After Q2,Q3,
4/26/2022 20:53:34,US,256,1626459411,Q2,Q2,
4/26/2022 21:03:51,US,64,1626461101,Q1,Q2,
4/26/2022 21:14:25,EU,512,1643317032,,After Q3,
4/26/2022 21:53:41,US,256,1626468260,After Q2,Q2,
4/26/2022 22:02:38,US,512,1643224472,After Q2,After Q3,
4/26/2022 22:24:39,US,512,1626455976,Q1,Q2,
4/26/2022 22:56:46,US,512,1626472670,,Q3,
4/26/2022 22:58:13,US,64,1627464030,Q2,Q2,
4/26/2022 23:01:53,US,512,1626455761,Q2,Q2,1650905280
4/26/2022 23:27:27,UK,512,1626459419,After Q2,Q3,
4/27/2022 0:55:48,UK,64,1626693416,Q2,Q2,
4/27/2022 1:26:38,EU,256,1626679096,Q2,Q2,
4/27/2022 1:45:31,US,512,1626457047,Q2,Q2,
4/27/2022 1:46:45,EU,512,1644529920,Q2,Q2,
4/27/2022 2:09:34,UK,256,1627908043,After Q2,After Q3,
4/27/2022 2:24:39,EU,256,1626561355,Q2,,
4/27/2022 3:10:42,EU,256,1642774753,Q2,After Q3,
4/27/2022 3:22:13,US,512,1626462796,,Q3,
4/27/2022 5:06:20,US,512,1626461992,Q2,Q3,
4/27/2022 5:06:59,US,512,1626459366,Q2,Q2,
4/27/2022 6:01:32,EU,256,1626472080,Q1,Q2,
4/27/2022 6:14:41,US,512,1626456350,Q2,Q2,
4/27/2022 6:25:23,UK,512,1626457676,After Q2,Q3,
4/27/2022 6:32:33,US,256,1626481980,Q2,Q2,
4/27/2022 6:42:47,EU,512,1626947401,Q1,Q2,
4/27/2022 7:03:39,EU,64,1650799519,,After Q3,
4/27/2022 7:29:33,US,512,1626458696,Q1,Q2,
4/27/2022 7:31:13,US,256,1626455613,Q1,Q2,
4/27/2022 7:54:51,UK,512,1626596809,After Q2,Q3,
4/27/2022 7:55:01,UK,256,1634419800,After Q2,After Q3,
4/27/2022 7:56:00,EU,256,1628463620,After Q2,After Q3,
4/27/2022 8:02:54,US,256,1649040304,,After Q3,
4/27/2022 8:05:10,US,512,1626455961,Q2,Q2,
4/27/2022 8:25:42,US,512,1650906360,Q1,Q2,
4/27/2022 8:27:27,UK,256,1626464439,After Q2,Q3,
4/27/2022 8:41:13,US,512,1626455840,Q1,Q2,1650906425
4/27/2022 9:00:49,EU,512,1626515498,Q2,Q2,
4/27/2022 9:29:00,US,256,1626459371,Q2,Q2,
4/27/2022 9:34:13,EU,256,1626513333,Q2,Q2,
4/27/2022 9:50:18,EU,64,1650818964,,After Q3,
4/27/2022 9:51:56,UK,512,1626783501,After Q2,Q3,
4/27/2022 9:56:51,US,512,1648144440,After Q2,After Q3,
4/27/2022 10:01:10,UK,256,1626459358,Q2,Q2,
4/27/2022 10:07:11,US,256,1626475537,Q2,Q2,
4/27/2022 10:11:48,EU,256,1626539294,Q1,Q2,
4/27/2022 10:16:51,US,256,1626457295,Q1,Q2,1650901208
4/27/2022 11:08:15,UK,512,1626459810,Q1,Q2,
4/27/2022 11:14:56,US,512,1626459139,Q2,Q2,
4/27/2022 11:17:03,UK,64,1626460320,Q1,Q2,1649694660
4/27/2022 11:17:21,UK,256,1626464491,Q2,Q3,
4/27/2022 11:32:28,US,64,1627064527,After Q2,Q3,
4/27/2022 11:47:11,US,512,1626456694,Q2,Q2,
4/27/2022 12:19:04,EU,512,1626688595,Q1,Q2,
4/27/2022 12:26:22,US,512,1626458126,Q2,Q2,
4/27/2022 13:10:59,US,256,1626463164,December,Q2,
4/27/2022 13:52:12,US,256,1626463513,Q2,Q2,
4/27/2022 14:09:24,US,256,1626536376,After Q2,Q3,
4/27/2022 14:33:46,UK,64,1646345724,After Q2,After Q3,
4/27/2022 15:27:53,US,512,1626456711,Q1,Q2,
4/27/2022 15:45:57,US,512,1626456022,Q2,Q2,
4/27/2022 15:47:18,US,256,1627172647,After Q2,Q3,
4/27/2022 16:11:26,EU,512,1626632891,Q1,Q3,
4/27/2022 16:19:03,EU,256,1626704735,Q2,Q2,
4/27/2022 16:32:13,EU,256,1626621156,Q1,Q2,
4/27/2022 16:34:01,US,512,1626459360,Q2,Q2,
4/27/2022 16:53:25,US,512,1626456702,December,Q2,
4/27/2022 16:53:58,US,512,1626746147,After Q2,Q3,
4/27/2022 17:05:25,US,512,1626455820,Q1,Q2,1650906540
4/27/2022 17:08:55,US,512,1636572196,Q2,Q1,
4/27/2022 17:17:55,UK,512,1626486107,December,Q3,
4/27/2022 17:38:21,US,64,1626460530,Q1,Q2,1650920160
4/27/2022 17:58:23,EU,512,1626467460,Q2,Q2,1650906780
4/27/2022 18:01:22,US,256,1626476953,Q1,Q2,
4/27/2022 18:05:12,US,512,1626457860,Q1,Q2,
4/27/2022 18:18:36,US,512,1626507314,Q2,Q3,
4/27/2022 18:20:57,EU,256,1629989842,After Q2,After Q3,
4/27/2022 18:26:56,US,512,1626717540,Q1,Q2,
4/27/2022 18:43:12,US,256,1626459429,Q2,Q2,
4/27/2022 19:17:38,US,512,1626459110,Q2,Q2,
4/27/2022 19:34:54,US,256,1648654996,After Q2,After Q3,
4/27/2022 20:07:34,US,512,1626457803,,Q2,
4/27/2022 20:14:26,US,256,1626459444,Q1,Q2,
4/27/2022 20:45:05,US,512,1626457277,Q1,Q2,
4/27/2022 21:20:48,US,512,1626455919,Q1,Q2,
4/27/2022 21:21:11,US,256,1626499363,Q2,Q3,
4/27/2022 21:40:12,US,512,1626482294,After Q2,Q3,
4/27/2022 21:40:16,US,256,1626462048,Q2,Q2,
4/27/2022 22:04:46,US,64,1645592388,After Q2,After Q3,
4/27/2022 22:15:20,UK,64,1646061060,After Q2,After Q3,
4/27/2022 22:23:25,US,64,1626481426,December,Q2,
4/27/2022 22:50:57,US,512,1626459137,Q1,Q2,
4/27/2022 23:24:44,US,64,1650856497,,After Q3,
4/27/2022 23:36:01,US,256,1626552724,Q2,Q3,
4/27/2022 23:37:44,UK,512,1657995360,Q1,Q2,
4/27/2022 23:57:28,US,512,1626455795,Q2,Q2,1650905669
4/28/2022 0:08:50,US,512,1647709511,After Q2,After Q3,
4/28/2022 1:41:58,US,256,1626461627,Q1,Q2,
4/28/2022 1:57:04,EU,256,1626502980,Q1,Q2,
4/28/2022 2:38:31,EU,64,1649408815,,After Q3,
4/28/2022 2:40:33,EU,512,1626462669,Q1,Q2,1649954649
4/28/2022 2:53:40,EU,256,1626468820,Q1,Q2,1650909920
4/28/2022 3:11:45,US,64,1626493904,Q2,Q3,
4/28/2022 3:13:23,EU,512,1627057154,December,Q2,
4/28/2022 3:51:31,EU,256,1626632585,Q1,Q2,
4/28/2022 5:19:40,UK,256,1628848744,After Q2,After Q3,
4/28/2022 5:34:40,EU,512,1626550980,December,Q2,
4/28/2022 5:51:17,EU,256,1626688737,Q1,Q2,
4/28/2022 6:03:10,EU,512,1626534482,Q1,Q2,
4/28/2022 6:53:16,EU,512,1626685140,Q2,Q2,
4/28/2022 7:44:32,US,256,1626458748,Q2,Q2,
4/28/2022 7:56:43,US,256,1627537732,After Q2,Q3,
4/28/2022 8:00:03,UK,64,1650808252,After Q2,Q3,
4/28/2022 8:04:05,EU,512,1626553626,Q2,Q2,
4/28/2022 8:33:21,US,512,1626455907,Q1,Q2,
4/28/2022 8:55:10,US,256,1626458520,Q2,Q2,
4/28/2022 9:14:26,US,512,1627700644,After Q2,Q3,
4/28/2022 9:24:46,EU,512,1645877280,After Q2,After Q3,
4/28/2022 9:24:53,US,256,1626989068,Q2,Q3,
4/28/2022 9:34:36,UK,64,1628798427,After Q2,After Q3,
4/28/2022 9:36:32,US,256,1626465032,Q2,Q2,
4/28/2022 9:37:07,US,64,1626465101,Q1,Q2,
4/28/2022 9:39:07,US,512,1626456480,Q2,Q2,
4/28/2022 9:50:37,US,256,1630617853,After Q2,After Q3,
4/28/2022 10:01:37,EU,256,1630354846,After Q2,After Q3,
4/28/2022 10:06:15,EU,256,1626542253,Q2,Q2,
4/28/2022 10:13:10,US,256,1643318790,After Q2,After Q3,
4/28/2022 10:17:50,EU,256,1626476180,Q1,Q2,
4/28/2022 10:27:35,EU,256,1638926691,After Q2,After Q3,
4/28/2022 10:31:29,EU,64,1634890904,After Q2,After Q3,
4/28/2022 10:46:20,US,512,1626456961,Q1,Q2,
4/28/2022 10:47:59,US,256,1626459137,Q2,Q2,
4/28/2022 10:49:26,US,256,1626463893,Q2,Q2,
4/28/2022 10:53:30,US,512,1626460579,Q2,Q3,
4/28/2022 10:55:23,EU,64,1626554996,Q1,Q2,
4/28/2022 10:57:07,US,64,1626488890,Q2,Q3,
4/28/2022 11:05:27,EU,512,1626468184,Q2,Q2,
4/28/2022 11:05:29,EU,512,1651158917,Q1,Q2,1650913637
4/28/2022 11:17:25,US,64,1626578764,December,Q3,
4/28/2022 11:20:32,UK,512,1626457283,Q1,Q2,
4/28/2022 11:24:26,US,256,1626462596,Q1,Q2,
4/28/2022 11:27:22,EU,512,1626700697,Q1,Q2,
4/28/2022 11:38:38,US,512,1626456568,Q1,Q2,
4/28/2022 11:38:54,US,512,1651163789,After Q2,After Q3,
4/28/2022 11:42:14,EU,256,1626644733,Q2,Q2,
4/28/2022 11:43:36,US,256,1626457915,Q1,Q2,1651163820
4/28/2022 11:45:18,US,256,1626458738,Q2,Q2,
4/28/2022 11:45:30,US,256,1626457652,Q2,Q2,1651164322
4/28/2022 11:45:35,US,512,1632505882,After Q2,After Q3,
4/28/2022 11:48:10,UK,64,1626470780,Q1,Q2,1651163520
4/28/2022 11:50:54,US,512,1626455876,Q1,Q2,1651164200
4/28/2022 11:52:18,UK,512,1626455624,Q1,Q2,
4/28/2022 11:52:37,EU,256,1626474041,Q2,Q2,1651164748
4/28/2022 11:53:02,US,512,1626458738,Q1,Q2,
4/28/2022 11:53:28,US,512,1626466616,Q2,Q3,
4/28/2022 11:54:08,EU,512,1626468164,Q2,Q2,1651157041
4/28/2022 11:54:24,US,256,1626458302,Q1,Q2,1651164856
4/28/2022 11:54:57,US,512,1626455886,Q1,Q2,1651164300
4/28/2022 11:56:18,UK,512,1626455634,Q1,Q2,1651164288
4/28/2022 11:57:49,US,512,1626455879,Q1,Q2,1651164780
4/28/2022 11:59:04,US,256,1626457834,Q1,Q2,1651163700
4/28/2022 12:00:17,US,256,1626458076,Q1,Q2,1651165196
4/28/2022 12:00:17,EU,512,1626469317,Q1,Q2,1651164687
4/28/2022 12:01:11,EU,512,1626469926,Q2,Q2,1651165256
4/28/2022 12:01:27,US,512,1626455876,,Q2,1651164360
4/28/2022 12:01:47,UK,256,1626456180,Q1,Q2,1651167360
4/28/2022 12:03:09,US,256,1626457820,Q1,Q2,
4/28/2022 12:03:46,US,512,1626455901,Q2,Q2,1651164742
4/28/2022 12:03:47,US,512,1626455892,Q1,Q2,1651164780
4/28/2022 12:04:31,US,64,1626461948,Q2,Q2,1651165448
4/28/2022 12:04:34,US,256,1626460563,Q1,Q2,
4/28/2022 12:06:58,US,512,1626465615,Q2,Q3,
4/28/2022 12:08:33,EU,512,1626469464,Q1,Q2,1651164722
4/28/2022 12:08:37,EU,512,1626470170,Q1,Q2,1651153680
4/28/2022 12:09:33,UK,256,1626456193,Q1,Q2,1651165768
4/28/2022 12:10:14,US,512,1626455700,Q2,Q2,1651164720
4/28/2022 12:10:16,US,512,1626455879,Q1,Q2,1651164211
4/28/2022 12:11:35,EU,512,1626468180,Q1,Q2,
4/28/2022 12:13:07,US,512,1626455892,Q2,Q2,
